player,team,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Max Strus,Cavaliers,28.28333333333333,10.0,1.0,0.0,1.0,1.0,1.0,9.0,2.0,0.444,2023-11-03,116.0,121.0,0.5060728744939271,0.0919117647058823
Evan Mobley,Cavaliers,35.85,14.0,10.0,5.0,3.0,4.0,2.0,13.0,0.0,0.538,2023-11-03,116.0,121.0,0.5384615384615384,0.1333333333333333
Jarrett Allen,Cavaliers,21.116666666666667,10.0,7.0,0.0,1.0,2.0,1.0,6.0,3.0,0.667,2023-11-03,116.0,121.0,0.6830601092896175,0.1201923076923076
Donovan Mitchell,Cavaliers,36.65,38.0,5.0,9.0,1.0,0.0,3.0,21.0,10.0,0.619,2023-11-03,116.0,121.0,0.7480314960629921,0.1056338028169014
Darius Garland,Cavaliers,31.98333333333333,14.0,0.0,6.0,2.0,1.0,4.0,11.0,4.0,0.455,2023-11-03,116.0,121.0,0.54858934169279,0.2386634844868735
Georges Niang,Cavaliers,27.133333333333333,12.0,5.0,1.0,0.0,0.0,0.0,9.0,2.0,0.444,2023-11-03,116.0,121.0,0.6072874493927125,0.0
Isaac Okoro,Cavaliers,23.016666666666666,5.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.667,2023-11-03,116.0,121.0,0.8333333333333334,0.25
Caris LeVert,Cavaliers,30.4,13.0,5.0,4.0,0.0,1.0,1.0,12.0,4.0,0.417,2023-11-03,116.0,121.0,0.4723837209302325,0.067750677506775
Dean Wade,Cavaliers,2.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,116.0,121.0,,
Tristan Thompson,Cavaliers,2.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,116.0,121.0,,
Damian Jones,Cavaliers,,,,,,,,,,,2023-11-03,116.0,121.0,,
Sam Merrill,Cavaliers,,,,,,,,,,,2023-11-03,116.0,121.0,,
Craig Porter Jr.,Cavaliers,,,,,,,,,,,2023-11-03,116.0,121.0,,
Bennedict Mathurin,Pacers,24.1,5.0,3.0,5.0,1.0,0.0,1.0,7.0,3.0,0.286,2023-11-03,121.0,116.0,0.3004807692307692,0.1072961373390558
Obi Toppin,Pacers,20.5,6.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,2023-11-03,121.0,116.0,0.5,0.0
Myles Turner,Pacers,30.616666666666667,27.0,9.0,0.0,2.0,2.0,3.0,14.0,6.0,0.643,2023-11-03,121.0,116.0,0.8112980769230769,0.1527494908350305
Bruce Brown,Pacers,37.41666666666666,19.0,7.0,2.0,0.0,0.0,2.0,15.0,0.0,0.533,2023-11-03,121.0,116.0,0.6333333333333333,0.1176470588235294
Tyrese Haliburton,Pacers,34.31666666666667,18.0,2.0,13.0,2.0,0.0,4.0,14.0,9.0,0.357,2023-11-03,121.0,116.0,0.5011135857461024,0.1821493624772313
Buddy Hield,Pacers,30.23333333333333,14.0,5.0,2.0,0.0,1.0,1.0,9.0,0.0,0.556,2023-11-03,121.0,116.0,0.7777777777777778,0.1
Andrew Nembhard,Pacers,17.933333333333334,6.0,0.0,3.0,0.0,0.0,2.0,5.0,2.0,0.4,2023-11-03,121.0,116.0,0.5102040816326531,0.2538071065989847
Jalen Smith,Pacers,17.433333333333334,13.0,5.0,2.0,0.0,1.0,3.0,8.0,0.0,0.75,2023-11-03,121.0,116.0,0.8125,0.2727272727272727
Aaron Nesmith,Pacers,27.48333333333333,13.0,5.0,0.0,2.0,1.0,2.0,8.0,4.0,0.625,2023-11-03,121.0,116.0,0.6659836065573771,0.1700680272108843
Isaiah Jackson,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
T.J. McConnell,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
Jordan Nwora,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
Ben Sheppard,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
Daniel Theis,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
Jarace Walker,Pacers,,,,,,,,,,,2023-11-03,121.0,116.0,,
Josh Hart,Knicks,35.983333333333334,6.0,10.0,5.0,3.0,1.0,0.0,9.0,2.0,0.222,2023-11-03,105.0,110.0,0.3036437246963562,0.0
Julius Randle,Knicks,38.98333333333333,16.0,12.0,5.0,2.0,0.0,1.0,20.0,9.0,0.25,2023-11-03,105.0,110.0,0.333889816360601,0.0400641025641025
Mitchell Robinson,Knicks,29.45,0.0,15.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2023-11-03,105.0,110.0,0.0,0.0
Quentin Grimes,Knicks,33.56666666666667,17.0,4.0,2.0,0.0,0.0,1.0,11.0,0.0,0.545,2023-11-03,105.0,110.0,0.7727272727272727,0.0833333333333333
Jalen Brunson,Knicks,41.61666666666667,45.0,5.0,4.0,1.0,0.0,4.0,30.0,11.0,0.567,2023-11-03,105.0,110.0,0.6458094144661308,0.1029866117404737
Immanuel Quickley,Knicks,21.83333333333333,14.0,3.0,1.0,0.0,0.0,1.0,10.0,3.0,0.5,2023-11-03,105.0,110.0,0.6183745583038869,0.0811688311688311
Isaiah Hartenstein,Knicks,18.266666666666666,4.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.667,2023-11-03,105.0,110.0,0.6666666666666666,0.4
Donte DiVincenzo,Knicks,18.23333333333333,3.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.125,2023-11-03,105.0,110.0,0.1875,0.1111111111111111
Miles McBride,Knicks,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,105.0,110.0,0.0,0.0
Ryan Arcidiacono,Knicks,,,,,,,,,,,2023-11-03,105.0,110.0,,
Evan Fournier,Knicks,,,,,,,,,,,2023-11-03,105.0,110.0,,
DaQuan Jeffries,Knicks,,,,,,,,,,,2023-11-03,105.0,110.0,,
Jericho Sims,Knicks,,,,,,,,,,,2023-11-03,105.0,110.0,,
Dylan Windler,Knicks,,,,,,,,,,,2023-11-03,105.0,110.0,,
Khris Middleton,Bucks,21.016666666666666,12.0,9.0,4.0,0.0,0.0,0.0,10.0,0.0,0.5,2023-11-03,110.0,105.0,0.6,0.0
Giannis Antetokounmpo,Bucks,35.78333333333333,22.0,8.0,6.0,0.0,1.0,7.0,10.0,13.0,0.6,2023-11-03,110.0,105.0,0.6997455470737914,0.3080985915492958
Brook Lopez,Bucks,35.53333333333333,13.0,5.0,0.0,1.0,9.0,1.0,15.0,2.0,0.267,2023-11-03,110.0,105.0,0.4093198992443325,0.0592417061611374
Malik Beasley,Bucks,22.366666666666667,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-03,110.0,105.0,0.0,0.0
Damian Lillard,Bucks,36.06666666666667,30.0,4.0,4.0,1.0,1.0,4.0,15.0,12.0,0.467,2023-11-03,110.0,105.0,0.7396449704142012,0.1647446457990115
Pat Connaughton,Bucks,23.916666666666668,2.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.25,2023-11-03,110.0,105.0,0.25,0.2
Bobby Portis,Bucks,16.55,4.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,0.2,2023-11-03,110.0,105.0,0.2,0.0
Jae Crowder,Bucks,23.73333333333333,14.0,6.0,2.0,1.0,0.0,0.0,8.0,0.0,0.625,2023-11-03,110.0,105.0,0.875,0.0
Cameron Payne,Bucks,11.933333333333334,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2023-11-03,110.0,105.0,0.0,0.5
MarJon Beauchamp,Bucks,13.1,13.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.714,2023-11-03,110.0,105.0,0.8736559139784946,0.0
Thanasis Antetokounmpo,Bucks,,,,,,,,,,,2023-11-03,110.0,105.0,,
AJ Green,Bucks,,,,,,,,,,,2023-11-03,110.0,105.0,,
Andre Jackson Jr.,Bucks,,,,,,,,,,,2023-11-03,110.0,105.0,,
Chris Livingston,Bucks,,,,,,,,,,,2023-11-03,110.0,105.0,,
Robin Lopez,Bucks,,,,,,,,,,,2023-11-03,110.0,105.0,,
Deni Avdija,Wizards,23.766666666666666,14.0,4.0,3.0,0.0,0.0,2.0,8.0,2.0,0.75,2023-11-03,114.0,121.0,0.7882882882882882,0.1838235294117647
Kyle Kuzma,Wizards,31.05,22.0,4.0,3.0,0.0,0.0,5.0,19.0,2.0,0.421,2023-11-03,114.0,121.0,0.5533199195171027,0.2009646302250804
Daniel Gafford,Wizards,19.65,4.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,2023-11-03,114.0,121.0,0.8620689655172413,0.4629629629629629
Jordan Poole,Wizards,28.416666666666668,19.0,1.0,6.0,4.0,0.0,2.0,14.0,1.0,0.571,2023-11-03,114.0,121.0,0.6578947368421053,0.121654501216545
Tyus Jones,Wizards,24.166666666666668,7.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.6,2023-11-03,114.0,121.0,0.7,0.2857142857142857
Bilal Coulibaly,Wizards,26.28333333333333,9.0,3.0,3.0,0.0,0.0,1.0,5.0,2.0,0.8,2023-11-03,114.0,121.0,0.7653061224489796,0.1453488372093023
Delon Wright,Wizards,17.233333333333334,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,2023-11-03,114.0,121.0,0.0,0.4
Danilo Gallinari,Wizards,9.383333333333333,6.0,3.0,3.0,0.0,0.0,1.0,5.0,2.0,0.6,2023-11-03,114.0,121.0,0.5102040816326531,0.1453488372093023
Johnny Davis,Wizards,13.1,11.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,2023-11-03,114.0,121.0,1.1,0.0
Landry Shamet,Wizards,14.05,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-03,114.0,121.0,0.0,0.0
Mike Muscala,Wizards,12.366666666666667,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.4,2023-11-03,114.0,121.0,0.5,0.1666666666666666
Ryan Rollins,Wizards,7.333333333333333,7.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,0.5,2023-11-03,114.0,121.0,0.6578947368421052,0.0
Anthony Gill,Wizards,6.6,6.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.667,2023-11-03,114.0,121.0,0.7731958762886598,0.2049180327868852
Eugene Omoruyi,Wizards,6.6,4.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2023-11-03,114.0,121.0,1.0,0.3333333333333333
Patrick Baldwin Jr.,Wizards,,,,,,,,,,,2023-11-03,114.0,121.0,,
Jimmy Butler,Heat,31.383333333333333,20.0,7.0,2.0,3.0,0.0,2.0,11.0,6.0,0.636,2023-11-03,121.0,114.0,0.7331378299120235,0.1278772378516624
Haywood Highsmith,Heat,21.716666666666665,8.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.75,2023-11-03,121.0,114.0,1.0,0.3333333333333333
Bam Adebayo,Heat,29.98333333333333,18.0,4.0,3.0,0.0,0.0,4.0,15.0,2.0,0.533,2023-11-03,121.0,114.0,0.5667506297229219,0.2012072434607645
Tyler Herro,Heat,36.66666666666666,24.0,10.0,9.0,2.0,0.0,3.0,17.0,2.0,0.529,2023-11-03,121.0,114.0,0.6711409395973155,0.1436781609195402
Kyle Lowry,Heat,25.55,3.0,3.0,7.0,2.0,0.0,2.0,4.0,0.0,0.25,2023-11-03,121.0,114.0,0.375,0.3333333333333333
Duncan Robinson,Heat,29.53333333333333,18.0,1.0,6.0,1.0,0.0,2.0,11.0,0.0,0.636,2023-11-03,121.0,114.0,0.8181818181818182,0.1538461538461538
Thomas Bryant,Heat,18.016666666666666,11.0,4.0,0.0,0.0,1.0,2.0,7.0,2.0,0.714,2023-11-03,121.0,114.0,0.6979695431472082,0.2024291497975708
Josh Richardson,Heat,25.55,10.0,3.0,5.0,0.0,0.0,2.0,6.0,1.0,0.667,2023-11-03,121.0,114.0,0.7763975155279502,0.2369668246445497
Jaime Jaquez Jr.,Heat,21.6,9.0,5.0,3.0,1.0,0.0,0.0,5.0,1.0,0.8,2023-11-03,121.0,114.0,0.8272058823529411,0.0
Nikola Jović,Heat,,,,,,,,,,,2023-11-03,121.0,114.0,,
Kevin Love,Heat,,,,,,,,,,,2023-11-03,121.0,114.0,,
Orlando Robinson,Heat,,,,,,,,,,,2023-11-03,121.0,114.0,,
Dru Smith,Heat,,,,,,,,,,,2023-11-03,121.0,114.0,,
Cam Thomas,Nets,30.916666666666668,17.0,5.0,4.0,0.0,1.0,0.0,18.0,2.0,0.333,2023-11-03,109.0,107.0,0.4502118644067797,0.0
Mikal Bridges,Nets,33.483333333333334,20.0,2.0,3.0,0.0,0.0,0.0,17.0,2.0,0.471,2023-11-03,109.0,107.0,0.5592841163310962,0.0
Dorian Finney-Smith,Nets,32.75,21.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,0.571,2023-11-03,109.0,107.0,0.75,0.0
Spencer Dinwiddie,Nets,30.933333333333334,10.0,3.0,9.0,2.0,0.0,3.0,7.0,0.0,0.571,2023-11-03,109.0,107.0,0.7142857142857143,0.3
Ben Simmons,Nets,32.733333333333334,8.0,9.0,6.0,1.0,0.0,4.0,8.0,0.0,0.5,2023-11-03,109.0,107.0,0.5,0.3333333333333333
Royce O'Neale,Nets,31.766666666666666,9.0,5.0,8.0,0.0,1.0,0.0,10.0,0.0,0.3,2023-11-03,109.0,107.0,0.45,0.0
Lonnie Walker IV,Nets,15.85,11.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.5,2023-11-03,109.0,107.0,0.55,0.0
Dennis Smith Jr.,Nets,16.45,7.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0,0.333,2023-11-03,109.0,107.0,0.3888888888888889,0.1
Day'Ron Sharpe,Nets,15.1,6.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2023-11-03,109.0,107.0,0.872093023255814,0.0
Armoni Brooks,Nets,,,,,,,,,,,2023-11-03,109.0,107.0,,
Harry Giles III,Nets,,,,,,,,,,,2023-11-03,109.0,107.0,,
Trendon Watford,Nets,,,,,,,,,,,2023-11-03,109.0,107.0,,
Jalen Wilson,Nets,,,,,,,,,,,2023-11-03,109.0,107.0,,
DeMar DeRozan,Bulls,33.46666666666667,24.0,1.0,4.0,0.0,0.0,0.0,20.0,4.0,0.45,2023-11-03,107.0,109.0,0.551470588235294,0.0
Torrey Craig,Bulls,23.183333333333334,3.0,6.0,4.0,1.0,0.0,1.0,4.0,0.0,0.25,2023-11-03,107.0,109.0,0.375,0.2
Nikola Vučević,Bulls,35.71666666666667,13.0,13.0,3.0,0.0,0.0,0.0,13.0,0.0,0.462,2023-11-03,107.0,109.0,0.5,0.0
Zach LaVine,Bulls,38.43333333333333,24.0,7.0,5.0,1.0,1.0,2.0,21.0,4.0,0.476,2023-11-03,107.0,109.0,0.5272407732864675,0.0807754442649434
Coby White,Bulls,35.43333333333333,18.0,3.0,2.0,0.0,1.0,2.0,17.0,2.0,0.412,2023-11-03,107.0,109.0,0.5033557046979866,0.1006036217303823
Jevon Carter,Bulls,14.25,5.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.667,2023-11-03,107.0,109.0,0.8333333333333334,0.4
Alex Caruso,Bulls,26.28333333333333,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.5,2023-11-03,107.0,109.0,0.75,0.0
Patrick Williams,Bulls,20.883333333333333,10.0,5.0,1.0,0.0,1.0,2.0,6.0,0.0,0.667,2023-11-03,107.0,109.0,0.8333333333333334,0.25
Andre Drummond,Bulls,12.35,7.0,4.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,2023-11-03,107.0,109.0,0.7352941176470589,0.1736111111111111
Julian Phillips,Bulls,,,,,,,,,,,2023-11-03,107.0,109.0,,
Terry Taylor,Bulls,,,,,,,,,,,2023-11-03,107.0,109.0,,
Dalen Terry,Bulls,,,,,,,,,,,2023-11-03,107.0,109.0,,
Andrew Wiggins,Warriors,26.53333333333333,17.0,5.0,1.0,0.0,0.0,0.0,11.0,8.0,0.545,2023-11-03,141.0,139.0,0.5853994490358126,0.0
Draymond Green,Warriors,28.966666666666665,15.0,5.0,3.0,0.0,1.0,3.0,11.0,3.0,0.455,2023-11-03,141.0,139.0,0.6087662337662337,0.195822454308094
Kevon Looney,Warriors,11.45,4.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.5,2023-11-03,141.0,139.0,0.6944444444444444,0.4098360655737705
Klay Thompson,Warriors,32.65,18.0,3.0,1.0,0.0,0.0,1.0,10.0,2.0,0.6,2023-11-03,141.0,139.0,0.8272058823529411,0.0841750841750841
Stephen Curry,Warriors,31.383333333333333,30.0,8.0,7.0,2.0,0.0,3.0,15.0,7.0,0.6,2023-11-03,141.0,139.0,0.8296460176991152,0.1423149905123339
Dario Šarić,Warriors,19.816666666666663,20.0,6.0,3.0,1.0,0.0,1.0,9.0,4.0,0.667,2023-11-03,141.0,139.0,0.929368029739777,0.0850340136054421
Chris Paul,Warriors,27.78333333333333,1.0,2.0,13.0,2.0,0.0,0.0,6.0,2.0,0.0,2023-11-03,141.0,139.0,0.0726744186046511,0.0
Jonathan Kuminga,Warriors,21.816666666666663,19.0,2.0,1.0,0.0,0.0,3.0,15.0,2.0,0.6,2023-11-03,141.0,139.0,0.5982367758186398,0.1588983050847457
Gary Payton II,Warriors,22.08333333333333,9.0,3.0,1.0,2.0,0.0,1.0,6.0,0.0,0.667,2023-11-03,141.0,139.0,0.75,0.1428571428571428
Moses Moody,Warriors,17.516666666666666,8.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,0.429,2023-11-03,141.0,139.0,0.5714285714285714,0.125
Usman Garuba,Warriors,,,,,,,,,,,2023-11-03,141.0,139.0,,
Cory Joseph,Warriors,,,,,,,,,,,2023-11-03,141.0,139.0,,
Jerome Robinson,Warriors,,,,,,,,,,,2023-11-03,141.0,139.0,,
Luguentz Dort,Thunder,30.2,29.0,5.0,0.0,0.0,0.0,1.0,12.0,7.0,0.75,2023-11-03,139.0,141.0,0.9615384615384616,0.0621890547263681
Jalen Williams,Thunder,35.31666666666667,18.0,3.0,8.0,1.0,0.0,6.0,12.0,5.0,0.667,2023-11-03,139.0,141.0,0.6338028169014085,0.297029702970297
Chet Holmgren,Thunder,31.98333333333333,24.0,8.0,5.0,1.0,1.0,2.0,9.0,8.0,0.778,2023-11-03,139.0,141.0,0.9584664536741214,0.1377410468319559
Josh Giddey,Thunder,30.566666666666663,18.0,5.0,4.0,0.0,0.0,6.0,15.0,2.0,0.533,2023-11-03,139.0,141.0,0.5667506297229219,0.2742230347349177
Cason Wallace,Thunder,36.31666666666667,13.0,2.0,1.0,0.0,0.0,1.0,10.0,0.0,0.6,2023-11-03,139.0,141.0,0.65,0.0909090909090909
Isaiah Joe,Thunder,26.23333333333333,16.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,0.667,2023-11-03,139.0,141.0,0.9259259259259258,0.1037344398340248
Jaylin Williams,Thunder,15.183333333333334,6.0,5.0,3.0,0.0,0.0,1.0,5.0,2.0,0.4,2023-11-03,139.0,141.0,0.5102040816326531,0.1453488372093023
Aaron Wiggins,Thunder,16.766666666666666,7.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.5,2023-11-03,139.0,141.0,0.5833333333333334,0.0
Vasilije Micić,Thunder,12.083333333333334,5.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,0.4,2023-11-03,139.0,141.0,0.5,0.0
Ousmane Dieng,Thunder,5.35,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.333,2023-11-03,139.0,141.0,0.5,0.25
Davis Bertans,Thunder,,,,,,,,,,,2023-11-03,139.0,141.0,,
Tre Mann,Thunder,,,,,,,,,,,2023-11-03,139.0,141.0,,
Aleksej Pokusevski,Thunder,,,,,,,,,,,2023-11-03,139.0,141.0,,
Olivier Sarr,Thunder,,,,,,,,,,,2023-11-03,139.0,141.0,,
Lindy Waters III,Thunder,,,,,,,,,,,2023-11-03,139.0,141.0,,
Derrick Jones Jr.,Mavericks,16.95,7.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.6,2023-11-03,114.0,125.0,0.7,0.0
Grant Williams,Mavericks,32.85,13.0,5.0,2.0,1.0,2.0,1.0,10.0,2.0,0.4,2023-11-03,114.0,125.0,0.5974264705882353,0.0841750841750841
Dereck Lively II,Mavericks,24.8,4.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.667,2023-11-03,114.0,125.0,0.6666666666666666,0.0
Luka Dončić,Mavericks,38.266666666666666,34.0,10.0,8.0,0.0,1.0,9.0,24.0,7.0,0.458,2023-11-03,114.0,125.0,0.6277695716395865,0.2494456762749445
Kyrie Irving,Mavericks,34.86666666666667,22.0,1.0,7.0,4.0,2.0,3.0,15.0,4.0,0.6,2023-11-03,114.0,125.0,0.6563245823389021,0.1518218623481781
Tim Hardaway Jr.,Mavericks,26.75,9.0,3.0,2.0,1.0,0.0,2.0,8.0,2.0,0.375,2023-11-03,114.0,125.0,0.5067567567567567,0.1838235294117647
Dwight Powell,Mavericks,16.5,6.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.4,2023-11-03,114.0,125.0,0.5102040816326531,0.0
Josh Green,Mavericks,27.166666666666668,13.0,5.0,2.0,2.0,0.0,0.0,8.0,0.0,0.625,2023-11-03,114.0,125.0,0.8125,0.0
Jaden Hardy,Mavericks,14.183333333333334,6.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.333,2023-11-03,114.0,125.0,0.5,0.0
Seth Curry,Mavericks,5.3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,114.0,125.0,0.0,0.0
Danté Exum,Mavericks,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,114.0,125.0,,
Olivier-Maxence Prosper,Mavericks,1.1833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-03,114.0,125.0,0.0,0.0
Richaun Holmes,Mavericks,,,,,,,,,,,2023-11-03,114.0,125.0,,
Michael Porter Jr.,Nuggets,34.46666666666667,24.0,9.0,1.0,0.0,2.0,1.0,18.0,0.0,0.556,2023-11-03,125.0,114.0,0.6666666666666666,0.0526315789473684
Aaron Gordon,Nuggets,35.233333333333334,18.0,8.0,6.0,2.0,1.0,4.0,17.0,0.0,0.471,2023-11-03,125.0,114.0,0.5294117647058824,0.1904761904761904
Nikola Jokić,Nuggets,35.583333333333336,33.0,14.0,9.0,1.0,1.0,4.0,16.0,5.0,0.875,2023-11-03,125.0,114.0,0.9065934065934066,0.1801801801801802
Kentavious Caldwell-Pope,Nuggets,36.85,8.0,5.0,1.0,2.0,0.0,1.0,7.0,0.0,0.429,2023-11-03,125.0,114.0,0.5714285714285714,0.125
Jamal Murray,Nuggets,39.3,18.0,2.0,13.0,1.0,0.0,2.0,15.0,6.0,0.333,2023-11-03,125.0,114.0,0.5102040816326531,0.1018329938900203
Reggie Jackson,Nuggets,19.85,8.0,1.0,2.0,4.0,0.0,3.0,10.0,2.0,0.3,2023-11-03,125.0,114.0,0.3676470588235294,0.2161383285302593
Christian Braun,Nuggets,14.633333333333333,9.0,5.0,0.0,1.0,0.0,1.0,4.0,3.0,0.75,2023-11-03,125.0,114.0,0.8458646616541353,0.1582278481012658
Peyton Watson,Nuggets,12.516666666666667,3.0,3.0,1.0,0.0,2.0,0.0,4.0,2.0,0.25,2023-11-03,125.0,114.0,0.3073770491803279,0.0
Zeke Nnaji,Nuggets,11.583333333333334,4.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2023-11-03,125.0,114.0,0.819672131147541,0.2906976744186046
Collin Gillespie,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
Justin Holiday,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
DeAndre Jordan,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
Braxton Key,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
Jalen Pickett,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
Julian Strawther,Nuggets,,,,,,,,,,,2023-11-03,125.0,114.0,,
Ziaire Williams,Grizzlies,27.05,13.0,6.0,3.0,1.0,1.0,2.0,8.0,2.0,0.625,2023-11-03,113.0,115.0,0.7319819819819819,0.1838235294117647
David Roddy,Grizzlies,32.333333333333336,16.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.571,2023-11-03,113.0,115.0,0.5714285714285714,0.0
Jaren Jackson Jr.,Grizzlies,37.7,30.0,10.0,3.0,1.0,3.0,4.0,17.0,6.0,0.647,2023-11-03,113.0,115.0,0.7637474541751528,0.1692047377326565
Desmond Bane,Grizzlies,44.78333333333333,33.0,8.0,7.0,4.0,3.0,3.0,26.0,5.0,0.5,2023-11-03,113.0,115.0,0.5851063829787234,0.0961538461538461
Marcus Smart,Grizzlies,39.5,8.0,3.0,4.0,1.0,0.0,5.0,12.0,0.0,0.333,2023-11-03,113.0,115.0,0.3333333333333333,0.2941176470588235
Xavier Tillman,Grizzlies,24.05,6.0,7.0,5.0,1.0,2.0,1.0,8.0,0.0,0.375,2023-11-03,113.0,115.0,0.375,0.1111111111111111
Luke Kennard,Grizzlies,26.65,5.0,8.0,3.0,0.0,0.0,0.0,7.0,0.0,0.286,2023-11-03,113.0,115.0,0.3571428571428571,0.0
John Konchar,Grizzlies,10.6,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,2023-11-03,113.0,115.0,0.5,0.0
Jacob Gilyard,Grizzlies,12.35,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-11-03,113.0,115.0,,1.0
Vince Williams Jr.,Grizzlies,9.983333333333333,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2023-11-03,113.0,115.0,0.0,0.3333333333333333
Bismack Biyombo,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-03,113.0,115.0,,
Jake LaRavia,Grizzlies,,,,,,,,,,,2023-11-03,113.0,115.0,,
Kenneth Lofton Jr.,Grizzlies,,,,,,,,,,,2023-11-03,113.0,115.0,,
Matisse Thybulle,Blazers,18.5,5.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.5,2023-11-03,115.0,113.0,0.625,0.0
Jerami Grant,Blazers,43.73333333333333,26.0,8.0,3.0,0.0,1.0,3.0,23.0,9.0,0.391,2023-11-03,115.0,113.0,0.4821958456973294,0.1001335113484646
Deandre Ayton,Blazers,36.266666666666666,16.0,12.0,2.0,3.0,1.0,1.0,11.0,2.0,0.636,2023-11-03,115.0,113.0,0.6734006734006733,0.077639751552795
Shaedon Sharpe,Blazers,46.43333333333333,22.0,5.0,2.0,1.0,1.0,3.0,17.0,7.0,0.412,2023-11-03,115.0,113.0,0.5478087649402391,0.1299826689774696
Malcolm Brogdon,Blazers,44.35,24.0,7.0,10.0,3.0,0.0,4.0,19.0,12.0,0.316,2023-11-03,115.0,113.0,0.4942339373970346,0.1414427157001414
Robert Williams III,Blazers,19.75,8.0,10.0,0.0,2.0,1.0,1.0,4.0,3.0,0.75,2023-11-03,115.0,113.0,0.7518796992481203,0.1582278481012658
Skylar Mays,Blazers,15.216666666666669,9.0,1.0,1.0,1.0,0.0,1.0,8.0,2.0,0.375,2023-11-03,115.0,113.0,0.5067567567567567,0.1012145748987854
Toumani Camara,Blazers,31.48333333333333,5.0,3.0,1.0,2.0,0.0,1.0,8.0,1.0,0.25,2023-11-03,115.0,113.0,0.2962085308056872,0.1059322033898305
